Day,Date,Peak_Wind_Gust_kmh,Mid_Wind_Gust_kmh,Valley_Wind_Gust_kmh,Peak_Wind_Speed_kmh,Mid_Wind_Speed_kmh,Valley_Wind_Speed_kmh,Peak_Min_Temp,Peak_Max_Temp,Peak_Feels_Like,Mid_Min_Temp,Mid_Max_Temp,Mid_Feels_Like,Valley_Min_Temp,Valley_Max_Temp,Valley_Feels_Like,Inversion,Peak_Weather2,Peak_Weather5,Mid_Weather2,Mid_Weather5,Valley_Weather2,Valley_Weather5,Peak_Rain_mm,Mid_Rain_mm,Valley_Rain_mm,Peak_Snow_cm,Mid_Snow_cm,Valley_Snow_cm,Thunder,Peak_Snow_depth_cm,Mid_Snow_depth_cm,Base_Snow_depth_cm,
2786,14/02/2022,91,51,25,30,17,9,-20,-14,-39,-15,-13,-29,-10,-2,-19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,229,128,183,
2787,15/02/2022,8,5,3,8,5,3,-22,-19,-29,-20,-13,-24,-17,-15,-19,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,14,9,,243,142,192,
2788,16/02/2022,15,9,5,15,9,5,-22,-19,-32,-20,-10,-26,-12,-8,-15,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,4,0,0,,245,141,192,
2789,17/02/2022,5,3,1,5,3,1,-23,-22,-28,-21,-14,-23,-18,-14,-18,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,14,9,,259,155,201,
2790,18/02/2022,16,9,5,16,9,5,-25,-23,-36,-22,-17,-30,-20,-20,-24,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,13,12,9,,270,166,210,
2791,19/02/2022,55,34,20,24,15,8,-22,-21,-39,-17,-10,-29,-12,-11,-20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,265,164,210,
2792,20/02/2022,17,10,5,17,10,5,-25,-20,-36,-20,-13,-27,-15,-7,-18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,257,162,210,
2793,21/02/2022,16,10,5,16,10,5,-23,-23,-33,-18,-13,-24,-13,-10,-16,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,255,161,210,
2794,22/02/2022,62,38,21,20,12,7,-20,-20,-36,-17,-14,-30,-15,-14,-24,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,3,,255,164,212,
2795,23/02/2022,7,4,3,7,4,3,-22,-22,-27,-19,-14,-23,-17,-14,-19,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,17,17,7,,271,181,219,
2796,24/02/2022,5,3,1,5,3,1,-24,-22,-28,-18,-11,-20,-14,-10,-13,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,271,180,219,
2797,25/02/2022,7,4,2,7,4,2,-23,-20,-29,-20,-16,-23,-17,-15,-18,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,7,5,3,,277,185,222,
2798,26/02/2022,25,14,7,18,11,6,-21,-18,-33,-19,-7,-28,-11,-9,-16,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,287,185,222,
2799,27/02/2022,7,4,2,7,4,2,-20,-18,-26,-15,-11,-18,-10,-4,-11,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,283,176,222,
2800,28/02/2022,28,18,11,25,16,10,-21,-17,-34,-16,-7,-25,-11,-9,-17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,281,175,222,
2801,01/03/2022,16,9,4,16,9,4,-24,-23,-35,-22,-10,-29,-14,-14,-17,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,282,174,222,
2802,02/03/2022,15,9,4,15,9,4,-23,-22,-33,-21,-16,-27,-18,-14,-22,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,9,9,5,,290,182,227,
2803,03/03/2022,7,4,2,7,4,2,-19,-18,-24,-16,-14,-20,-14,-11,-15,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,3,,293,185,229,
2804,04/03/2022,24,16,10,18,11,7,-19,-17,-30,-14,-9,-22,-9,-3,-14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,289,183,229,
2805,05/03/2022,40,23,12,14,9,5,-24,-20,-39,-21,-13,-33,-14,-10,-21,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,288,183,229,
2806,06/03/2022,45,31,22,9,6,4,-20,-17,-34,-15,-6,-26,-10,-10,-18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,284,182,229,
2807,07/03/2022,3,2,1,2,1,1,-21,-17,-23,-18,-13,-18,-16,-13,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,2,,289,187,231,
2808,08/03/2022,9,5,3,2,1,1,-22,-15,-28,-16,-13,-20,-11,-4,-13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,284,184,231,
2809,09/03/2022,2,1,1,1,1,0,-23,-21,-25,-21,-10,-20,-13,-9,-11,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,288,184,231,
2810,10/03/2022,0,0,0,0,0,0,-18,-14,-13,-13,-7,-7,-8,0,-2,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,287,180,231,
2811,11/03/2022,0,0,0,0,0,0,-18,-14,-7,-20,-13,-9,-23,-19,-10,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,284,177,231,
2812,12/03/2022,1,0,0,1,0,0,-23,-23,-21,-21,-17,-17,-18,-18,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,3,,288,180,234,
2813,13/03/2022,0,0,0,0,0,0,-24,-20,-17,-19,-14,-11,-14,-9,-6,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,281,171,234,
2814,14/03/2022,2,1,1,2,1,1,-22,-18,-23,-17,-11,-16,-12,-5,-9,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,273,168,234,
2815,15/03/2022,4,3,1,4,3,1,-21,-20,-25,-18,-9,-20,-11,-11,-10,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,273,168,234,
2816,16/03/2022,5,3,1,5,3,1,-16,-13,-19,-13,-4,-14,-6,-4,-4,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,278,168,234,
2817,17/03/2022,0,0,0,0,0,0,-16,-14,-7,-11,-7,-2,-6,0,3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,270,162,227,
2818,18/03/2022,1,1,0,1,1,0,-17,-17,-15,-14,-6,-11,-6,-2,-2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,274,162,227,
2819,19/03/2022,41,23,11,9,5,3,-15,-11,-28,-10,-6,-19,-5,3,-10,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,263,153,202,
2820,20/03/2022,4,3,2,4,3,2,-18,-15,-21,-13,-8,-14,-8,-5,-7,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,263,153,202,
2821,21/03/2022,11,6,3,6,4,3,-16,-13,-22,-13,-5,-17,-6,-4,-7,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,8,0,0,,270,153,202,
2822,22/03/2022,0,0,0,0,0,0,-19,-15,-13,-14,-10,-8,-9,-4,-2,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,264,145,202,
2823,23/03/2022,1,1,1,1,1,1,-21,-17,-20,-19,-16,-16,-16,-12,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,269,149,205,
2824,24/03/2022,0,0,0,0,0,0,-13,-10,-1,-15,-11,-2,-18,-12,-4,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,263,139,205,
2825,25/03/2022,7,5,3,7,5,3,-11,-7,-15,-8,-6,-11,-6,-4,-7,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,2,,265,141,207,
2826,26/03/2022,23,16,11,8,5,3,-15,-13,-25,-13,-10,-20,-10,-9,-16,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,267,144,209,
2827,27/03/2022,1,1,0,1,1,0,-15,-14,-14,-10,-3,-8,-5,-2,-2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,267,144,209,
2828,28/03/2022,4,3,1,4,3,1,-16,-13,-19,-13,-3,-14,-6,-3,-5,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,15,0,0,,282,144,209,
2829,29/03/2022,1,1,0,1,1,0,-13,-13,-12,-10,-8,-8,-8,-8,-4,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,8,8,4,,289,152,213,
2830,30/03/2022,4,3,2,4,3,2,-13,-12,-16,-8,-3,-9,-3,-3,-3,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,289,151,213,
2831,31/03/2022,10,6,4,8,5,3,-14,-14,-20,-11,-9,-15,-9,-5,-11,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,13,7,,302,164,220,
2832,01/04/2022,10,6,3,10,6,3,-14,-10,-20,-11,-9,-15,-9,-9,-10,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,306,167,222,
2833,02/04/2022,0,0,0,0,0,0,-13,-13,-8,-10,-4,-5,-7,-6,-2,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,17,13,7,,323,180,229,
2834,03/04/2022,7,4,3,7,4,3,-13,-12,-18,-8,-3,-10,-3,-2,-4,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,323,180,229,
2835,04/04/2022,0,0,0,0,0,0,-13,-13,-7,-10,-8,-4,-8,-7,-1,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,24,20,14,,347,200,243,
2836,05/04/2022,29,20,14,11,7,4,-10,-7,-19,-5,3,-11,0,1,-4,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,344,199,239,
2837,06/04/2022,1,1,0,1,1,0,-8,-6,-7,-6,2,-3,2,2,5,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,347,199,226,
2838,07/04/2022,22,13,6,7,4,2,-10,-9,-18,-5,2,-10,0,1,-2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,345,199,216,
2839,08/04/2022,2,1,0,2,1,0,-10,-6,-9,-7,2,-5,0,1,3,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,357,198,215,
2840,09/04/2022,5,3,1,5,3,1,-9,-5,-11,-6,-3,-7,-4,-1,-2,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,22,18,12,,378,217,226,
2841,10/04/2022,3,2,1,3,2,1,-8,-5,-9,-6,0,-5,-3,-2,-1,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,380,218,228,
2842,11/04/2022,12,7,4,5,3,2,-9,-9,-15,-4,5,-7,1,1,0,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,379,218,226,
2843,12/04/2022,2,1,1,2,1,1,-7,-5,-7,-4,1,-3,-2,-1,1,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,380,219,226,
2844,13/04/2022,0,0,0,0,0,0,-12,-10,-9,-10,2,-5,-2,1,2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,384,219,220,
2845,14/04/2022,13,7,3,7,4,2,-4,-1,-9,1,3,-1,6,12,6,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,377,211,210,
2846,15/04/2022,0,0,0,0,0,0,-9,-6,-2,-6,-3,1,-4,-2,4,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,378,212,211,
2847,16/04/2022,9,5,2,7,4,2,-7,-4,-11,-2,7,-3,3,6,4,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,378,206,202,
2848,17/04/2022,1,0,0,1,0,0,-2,0,0,0,3,4,3,7,7,,Snow,Snow Showers,Sleet,Sleet Showers,Sleet,Sleet Showers,0,0,0,5,0,0,,383,205,178,
2849,18/04/2022,1,1,0,1,1,0,-3,-3,-1,-1,11,2,7,9,10,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,386,206,115,
2850,19/04/2022,9,6,4,6,4,2,-1,1,-4,4,7,3,9,17,9,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,381,202,109,
2851,20/04/2022,20,11,6,6,4,2,-2,2,-7,1,4,-2,4,4,2,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,4,3,0,0,,382,195,81,
2852,21/04/2022,7,5,3,5,3,2,-5,-4,-9,0,5,-2,5,6,5,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,381,191,73,
2853,22/04/2022,3,2,1,3,2,1,-9,-5,-10,-6,-4,-6,-4,-2,-2,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,385,194,75,
2854,23/04/2022,2,1,0,2,1,0,-9,-2,-8,-4,-2,-2,1,10,5,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,379,186,68,
2855,24/04/2022,0,0,0,0,0,0,-2,1,5,0,10,8,8,11,14,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,380,185,0,
2856,25/04/2022,1,1,1,1,1,1,0,0,1,2,11,4,10,11,12,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,381,178,0,
2857,26/04/2022,11,7,5,6,4,3,-5,0,-10,0,3,-2,5,14,4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,371,176,0,
2858,27/04/2022,8,6,4,4,3,2,-4,-3,-7,-1,4,-3,1,3,0,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,4,4,0,,374,179,0,
2859,28/04/2022,9,6,4,3,2,1,2,6,-1,7,13,6,12,15,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,370,173,0,
2860,29/04/2022,1,1,0,1,1,0,3,8,4,8,12,10,13,16,16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,364,171,0,
2861,30/04/2022,8,6,4,3,2,1,1,6,-1,6,11,5,11,20,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,359,164,0,
2862,01/05/2022,4,2,1,3,2,1,1,5,0,6,11,6,11,18,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,354,159,0,
2863,02/05/2022,0,0,0,0,0,0,4,4,7,6,16,10,14,18,17,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,,343,121,0,
2864,03/05/2022,0,0,0,0,0,0,-4,0,2,1,3,7,6,12,12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,339,119,0,
2865,04/05/2022,1,0,0,1,0,0,0,7,3,5,7,9,10,17,14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,331,113,0,
2866,05/05/2022,5,4,3,2,1,1,6,8,5,8,18,8,16,19,17,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,,313,97,0,
2867,06/05/2022,4,2,1,1,1,0,0,4,-1,2,10,3,10,13,12,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,325,75,0,
2868,07/05/2022,4,2,1,1,1,0,-3,0,-4,0,11,0,7,8,9,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,326,76,0,
2869,08/05/2022,0,0,0,0,0,0,3,4,6,6,13,9,13,13,17,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,8,0,0,0,0,0,,313,35,0,
2870,09/05/2022,0,0,0,0,0,0,-2,-1,4,1,6,7,3,6,10,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,5,5,0,0,,318,26,0,
2871,10/05/2022,1,1,1,0,0,0,0,1,1,2,5,4,5,7,7,,Snow,Snow Showers,Sleet,Sleet Showers,Rain,Rain Showers,0,0,5,1,0,0,,318,20,0,
2872,11/05/2022,0,0,0,0,0,0,3,7,7,8,13,12,13,16,17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,310,15,0,
2873,12/05/2022,0,0,0,0,0,0,1,4,8,3,10,11,6,9,13,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,5,2,0,0,0,,310,0,0,
2874,13/05/2022,1,0,0,1,0,0,4,8,6,6,9,10,9,9,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,1,2,0,0,0,,302,0,0,
2875,14/05/2022,0,0,0,0,0,0,3,7,12,8,13,16,13,13,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,298,0,0,
2876,15/05/2022,0,0,0,0,0,0,4,6,9,7,17,11,14,16,18,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,16,0,0,0,0,0,,277,0,0,
2877,16/05/2022,0,0,0,0,0,0,5,7,13,10,16,17,15,16,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,271,0,0,
2878,17/05/2022,2,1,1,1,0,0,4,7,5,9,18,11,14,14,16,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,265,0,0,
2879,18/05/2022,1,0,0,0,0,0,5,9,8,8,15,11,15,17,19,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,,260,0,0,
2880,19/05/2022,0,0,0,0,0,0,6,9,10,12,17,15,17,17,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,252,0,0,
2881,20/05/2022,0,0,0,0,0,0,2,6,6,5,11,9,8,12,12,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,2,5,0,0,0,,249,0,0,
2882,21/05/2022,0,0,0,0,0,0,6,9,12,11,19,16,16,18,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,247,0,0,
2883,22/05/2022,0,0,0,0,0,0,6,11,12,11,15,16,16,22,20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,237,0,0,
2884,23/05/2022,0,0,0,0,0,0,7,11,10,12,19,15,17,20,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,233,0,0,
2885,24/05/2022,0,0,0,0,0,0,6,8,9,11,20,15,16,16,20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,225,0,0,
2886,25/05/2022,0,0,0,0,0,0,7,9,15,12,17,19,17,17,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,220,0,0,
2887,26/05/2022,0,0,0,0,0,0,4,7,10,6,13,12,9,10,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,7,9,0,0,0,,205,0,0,
2888,27/05/2022,0,0,0,0,0,0,6,10,13,8,20,15,16,17,21,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,14,0,0,0,0,0,,188,0,0,
2889,28/05/2022,0,0,0,0,0,0,4,8,14,9,14,17,14,14,21,,Cloudy,,Cloudy,,Cloudy,,0,0,0,0,0,0,,186,0,0,
2890,29/05/2022,0,0,0,0,0,0,5,5,10,10,17,15,15,17,19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,176,0,0,
2891,30/05/2022,0,0,0,0,0,0,5,8,13,10,16,17,15,19,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,172,0,0,
2892,31/05/2022,0,0,0,0,0,0,7,10,13,12,17,18,17,20,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,163,0,0,
2893,01/06/2022,0,0,0,0,0,0,6,10,14,8,11,16,11,15,18,,Rain,Mod Rain,Rain,Heavy Rain,Rain,Rain Showers,18,23,6,0,0,0,,158,0,0,
2894,02/06/2022,0,0,0,0,0,0,8,12,14,10,20,17,18,22,23,,Rain,Mod Rain,Partly Cloudy,,Partly Cloudy,,17,0,0,0,0,0,,150,0,0,
2895,03/06/2022,0,0,0,0,0,0,5,6,13,7,16,15,15,17,21,,Rain,Rain Showers,Partly Cloudy,,Partly Cloudy,,6,0,0,0,0,0,,140,0,0,
2896,04/06/2022,0,0,0,0,0,0,7,11,16,12,20,19,17,20,23,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,139,0,0,
2897,05/06/2022,0,0,0,0,0,0,8,10,15,10,20,17,18,18,23,,Rain,Heavy Rain,Partly Cloudy,,Partly Cloudy,,21,0,0,0,0,0,,108,0,0,
2898,06/06/2022,0,0,0,0,0,0,6,7,13,11,17,17,16,19,21,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,100,0,0,
2899,07/06/2022,0,0,0,0,0,0,3,8,11,8,14,15,13,19,19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,92,0,0,
2900,08/06/2022,0,0,0,0,0,0,6,10,12,8,12,14,11,11,16,,Rain,Rain Showers,Rain,Mod Rain,Rain,Rain Showers,6,15,8,0,0,0,,86,0,0,
2901,09/06/2022,0,0,0,0,0,0,4,7,8,9,12,13,14,17,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,85,0,0,
2902,10/06/2022,0,0,0,0,0,0,8,12,12,13,20,17,18,18,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,81,0,0,
2903,11/06/2022,0,0,0,0,0,0,7,11,13,12,17,18,17,19,22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,79,0,0,
2904,12/06/2022,0,0,0,0,0,0,9,11,15,11,16,17,14,18,19,,Rain,Mod Rain,Rain,Rain Showers,Rain,Rain Showers,15,7,2,0,0,0,,43,0,0,
2905,13/06/2022,0,0,0,0,0,0,3,6,7,5,12,10,8,11,13,,Sleet,Sleet Showers,Rain,Rain Showers,Rain,Rain Showers,0,4,4,0,0,0,,31,0,0,
2906,14/06/2022,0,0,0,0,0,0,5,6,10,7,17,12,15,15,19,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,,26,0,0,
2907,15/06/2022,0,0,0,0,0,0,5,5,9,7,17,12,15,16,19,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,2,0,0,
2908,16/06/2022,0,0,0,0,0,0,9,11,15,14,19,20,19,25,24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2909,17/06/2022,0,0,0,0,0,0,11,13,14,14,22,17,21,25,24,,Rain,Rain Showers,Sunny,,Sunny,,3,0,0,0,0,0,,0,0,0,
2910,18/06/2022,1,0,0,0,0,0,5,12,8,10,16,14,15,23,19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2911,19/06/2022,0,0,0,0,0,0,5,5,10,8,12,13,10,10,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,4,3,0,0,0,,0,0,0,
2912,20/06/2022,1,0,0,1,0,0,4,5,7,7,12,10,9,9,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,3,4,0,0,0,,0,0,0,
2913,21/06/2022,0,0,0,0,0,0,6,6,10,9,16,13,16,16,20,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,,0,0,0,
2914,22/06/2022,0,0,0,0,0,0,7,7,13,10,15,15,12,14,18,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,4,2,0,0,0,,0,0,0,
2915,23/06/2022,0,0,0,0,0,0,6,10,12,9,18,14,16,16,21,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,,0,0,0,
2916,24/06/2022,2,1,1,1,1,0,9,13,11,12,17,14,14,18,17,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,1,2,0,0,0,,0,0,0,
2917,25/06/2022,1,1,0,1,1,0,12,14,14,17,21,20,22,31,25,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2918,26/06/2022,0,0,0,0,0,0,10,14,14,13,19,16,15,16,19,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,2,5,1,0,0,0,,0,0,0,
2919,27/06/2022,0,0,0,0,0,0,14,18,17,17,27,20,24,27,27,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,,0,0,0,
2920,28/06/2022,0,0,0,0,0,0,5,6,9,8,13,12,10,10,14,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,5,4,0,0,0,,0,0,0,
2921,29/06/2022,3,1,1,3,1,1,5,7,5,10,17,12,15,19,18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2922,30/06/2022,3,2,1,3,2,1,7,13,7,12,15,13,17,26,19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2923,01/07/2022,1,1,0,1,1,0,5,6,7,8,11,10,10,13,13,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,3,2,4,0,0,0,,0,0,0,
2924,02/07/2022,0,0,0,0,0,0,13,13,17,16,18,19,18,19,22,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,2,2,0,0,0,,0,0,0,
2925,03/07/2022,5,4,3,3,2,1,14,16,14,17,25,18,24,24,26,,Rain,Rain Showers,Sunny,,Sunny,,1,0,0,0,0,0,,0,0,0,
2926,04/07/2022,9,6,4,2,1,1,7,9,5,10,12,9,12,14,12,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,1,4,2,0,0,0,,0,0,0,
2927,05/07/2022,7,4,2,2,1,1,8,12,7,13,15,14,18,27,20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2928,06/07/2022,0,0,0,0,0,0,10,10,14,12,23,17,20,24,23,,Rain,Rain Showers,Sunny,,Sunny,,4,0,0,0,0,0,,0,0,0,
2929,07/07/2022,0,0,0,0,0,0,11,12,18,16,23,22,21,25,25,,Cloudy,,Cloudy,,Cloudy,,0,0,0,0,0,0,,0,0,0,
2930,08/07/2022,0,0,0,0,0,0,5,10,11,10,12,15,15,19,20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,0,0,0,
2931,09/07/2022,0,0,0,0,0,0,9,9,12,11,20,15,19,20,22,,Rain,Rain Showers,Sunny,,Sunny,,5,0,0,0,0,0,,0,0,0,
2932,10/07/2022,0,0,0,0,0,0,6,6,9,8,12,12,11,14,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,5,4,3,0,0,0,,0,0,0,
2933,11/07/2022,6,4,3,3,2,1,9,10,8,11,17,11,14,14,15,,Rain,Rain Showers,Rain,Rain Showers,Rain,Rain Showers,4,2,5,0,0,0,,0,0,0,
